,Country,Name,POS,AGE,HT,WT,Country_logo,BMI
539,Saudi arabia,Salem Al Dawsari,Forward,31,170.18,68.9,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,23.8
540,Saudi arabia,Feras Al-Buraikan,Forward,22,180.34,73.9,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,22.7
541,Saudi arabia,Abdulrahman Al-Oboud,Forward,27,172.72,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,23.4
542,Saudi arabia,Saleh Al-Shehri,Forward,29,182.88,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,22.9
543,Saudi arabia,Haitham Asiri,Forward,21,172.72,64.9,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,21.8
544,Saudi arabia,Hattan Bahebri,Forward,30,170.18,66.7,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,23.0
545,Senegal,Seny Dieng,Goalkeeper,28,193.04,83.9,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,22.5
546,Senegal,Alfred Gomis,Goalkeeper,29,195.58,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,20.9
547,Senegal,Edouard Mendy,Goalkeeper,30,193.04,85.7,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,23.0
548,Senegal,Pape Cisse,Defender,27,190.5,82.5,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,22.7
549,Senegal,Abdou Diallo,Defender,26,185.42000000000002,78.9,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,22.9
550,Senegal,Ismail Jakobs,Defender,23,182.88,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,22.9
551,Senegal,Kalidou Koulibaly,Defender,31,193.04,88.9,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,23.9
552,Senegal,Cheikhou Kouyate,Defender,32,187.96,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,21.2
553,Senegal,Formose Mendy,Defender,21,190.5,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,22.0
554,Senegal,Moussa N’Diaye,Defender,20,177.8,65.8,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,20.8
555,Senegal,Moustapha Name,Defender,27,182.88,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,21.7
556,Senegal,Youssouf Sabaly,Defender,29,172.72,67.6,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,22.7
557,Senegal,Fode Toure,Defender,25,180.34,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,21.5
558,Senegal,Pathe Ciss,Midfielder,28,182.88,70.7,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,21.1
559,Senegal,Krepin Diatta,Midfielder,23,172.72,59.0,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,19.8
560,Senegal,Idrissa Gueye,Midfielder,33,172.72,65.8,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,22.1
561,Senegal,Pape Gueye,Midfielder,23,187.96,64.9,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,18.4
562,Senegal,Nampalys Mendy,Midfielder,30,165.1,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,26.6
563,Senegal,Mamadou Loum N&#039;Diaye,Midfielder,25,190.5,83.9,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,23.1
564,Senegal,Pape Matar Sarr,Midfielder,20,182.88,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,20.9
565,Senegal,Boulaye Dia,Forward,26,177.8,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,23.7
566,Senegal,Famara Diedhiou,Forward,29,190.5,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,22.0
567,Senegal,Bamba Dieng,Forward,22,177.8,71.7,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,22.7
568,Senegal,Nicolas Jackson,Forward,21,185.42000000000002,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,22.6
569,Senegal,Iliman Ndiaye,Forward,22,177.8,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,22.1
570,Senegal,Ismaila Sarr,Forward,24,172.72,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/686.vresize.350.350.medium.0.png,25.4
571,Serbia,Marko Dmitrovic,Goalkeeper,30,193.04,93.9,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,25.2
572,Serbia,Vanja Milinkovic-Savic,Goalkeeper,25,200.66,91.6,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,22.7
573,Serbia,Predrag Rajkovic,Goalkeeper,27,190.5,84.8,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,23.4
574,Serbia,Srdjan Babic,Defender,26,193.04,88.0,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,23.6
575,Serbia,Strahinja Erakovic,Defender,21,182.88,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,22.9
576,Serbia,Nikola Milenkovic,Defender,25,193.04,89.8,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,24.1
577,Serbia,Stefan Mitrovic,Defender,32,187.96,83.9,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,23.7
578,Serbia,Filip Mladenovic,Defender,31,180.34,64.9,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,20.0
579,Serbia,Strahinja Pavlovic,Defender,21,193.04,84.8,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,22.8
580,Serbia,Milos Veljkovic,Defender,27,187.96,84.8,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,24.0
581,Serbia,Marko Grujic,Midfielder,26,190.5,81.6,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,22.5
582,Serbia,Nemanja Gudelj,Midfielder,31,185.42000000000002,80.7,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,23.5
583,Serbia,Ivan Ilic,Midfielder,21,180.34,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,23.6
584,Serbia,Filip Kostic,Midfielder,30,182.88,83.9,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,25.1
585,Serbia,Darko Lazovic,Midfielder,32,180.34,65.8,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,20.2
586,Serbia,Sasa Lukic,Midfielder,26,182.88,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,22.9
587,Serbia,Nemanja Maksimovic,Midfielder,27,187.96,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,22.0
588,Serbia,Sergej Milinkovic-Savic,Midfielder,27,190.5,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,20.9
589,Serbia,Uros Racic,Midfielder,24,190.5,80.7,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,22.2
590,Serbia,Andrija Zivkovic,Midfielder,26,167.64000000000001,67.6,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,24.1
591,Serbia,Filip Djuricic,Forward,30,175.26,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,24.4
592,Serbia,Luka Jovic,Forward,24,180.34,84.8,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,26.1
593,Serbia,Aleksandar Mitrovic,Forward,28,187.96,89.8,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,25.4
594,Serbia,Nemanja Radonjic,Forward,26,182.88,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,22.9
595,Serbia,Dusan Tadic,Forward,34,180.34,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,23.3
596,Serbia,Dusan Vlahovic,Forward,22,187.96,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/688.vresize.350.350.medium.0.png,22.0
597,South korea,Song Beom-keun,Goalkeeper,25,195.58,91.6,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,23.9
598,South korea,Jo Hyeon-uh,Goalkeeper,31,187.96,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,21.2
599,South korea,Kim Seung Gyu,Goalkeeper,32,185.42000000000002,83.9,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,24.4
600,South korea,Yu-min Cho,Defender,26,180.34,78.9,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,24.3
601,South korea,Chul Hong,Defender,32,175.26,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,22.7
602,South korea,Yoon Jong-gyu,Defender,24,172.72,63.9,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,21.4
603,South korea,Jin-su Kim,Defender,30,175.26,67.6,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,22.0
604,South korea,Min-jae Kim,Defender,26,187.96,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,19.8
605,South korea,Tae-hwan Kim,Defender,33,175.26,71.7,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,23.3
606,South korea,Kyung-won Kwon,Defender,30,185.42000000000002,82.5,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,24.0
607,South korea,Kim Moon-hwan,Defender,27,172.72,63.9,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,21.4
608,South korea,Kim Young-gwon,Defender,32,185.42000000000002,73.9,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,21.5
609,South korea,Kwon Chang-Hoon,Midfielder,28,172.72,65.8,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,22.1
610,South korea,Hwang Hee-chan,Midfielder,26,175.26,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,24.9
611,South korea,Son Heung-min,Midfielder,30,182.88,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,23.2
612,South korea,In-beom Hwang,Midfielder,26,175.26,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,22.7
613,South korea,Woo-yeong Jeong,Midfielder,23,177.8,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,22.1
614,South korea,Lee Kang-in,Midfielder,21,172.72,67.6,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,22.7
615,South korea,Jae-sung Lee,Midfielder,30,177.8,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,22.1
616,South korea,Song Min-kyu,Midfielder,23,177.8,71.7,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,22.7
617,South korea,Na Sang-ho,Midfielder,26,172.72,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,23.4
618,South korea,Paik Seung-Ho,Midfielder,25,180.34,67.6,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,20.8
619,South korea,Jun-ho Son,Midfielder,30,177.8,61.7,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,19.5
620,South korea,Jung Woo-young,Midfielder,32,187.96,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,21.7
621,South korea,Cho Gue-sung,Forward,24,187.96,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,19.8
622,South korea,Hwang Ui-jo,Forward,30,182.88,81.6,https://b.fssta.com/uploads/application/countries/flag-logos/410.vresize.350.350.medium.0.png,24.4
623,Spain,David Raya,Goalkeeper,27,182.88,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,23.9
624,Spain,Robert Sanchez,Goalkeeper,25,195.58,89.8,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,23.5
625,Spain,Unai Simon,Goalkeeper,25,187.96,88.0,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,24.9
626,Spain,Jordi Alba,Defender,33,167.64000000000001,67.6,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,24.1
627,Spain,Cesar Azpilicueta,Defender,33,177.8,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,24.2
628,Spain,Alejandro Balde,Defender,19,172.72,68.9,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,23.1
629,Spain,Dani Carvajal,Defender,30,172.72,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,24.3
630,Spain,Eric Garcia,Defender,21,180.34,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,23.3
631,Spain,Hugo Guillamon,Defender,22,177.8,61.7,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,19.5
632,Spain,Aymeric Laporte,Defender,28,187.96,86.6,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,24.5
633,Spain,Pau Torres,Defender,25,190.5,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,22.0
634,Spain,Sergio Busquets,Midfielder,34,187.96,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,21.4
635,Spain,Gavi,Midfielder,18,172.72,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,23.4
636,Spain,Koke,Midfielder,30,175.26,73.9,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,24.1
637,Spain,Marcos Llorente,Midfielder,27,182.88,73.9,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,22.1
638,Spain,Pedri,Midfielder,20,172.72,59.9,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,20.1
639,Spain,Rodri,Midfielder,26,187.96,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,22.0
640,Spain,Carlos Soler,Midfielder,25,177.8,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,23.9
641,Spain,Marco Asensio,Forward,26,172.72,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,25.4
642,Spain,Ansu Fati,Forward,20,177.8,65.8,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,20.8
643,Spain,Alvaro Morata,Forward,30,187.96,83.9,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,23.7
644,Spain,Dani Olmo,Forward,24,177.8,71.7,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,22.7
645,Spain,Yeremy Pino,Forward,20,170.18,64.9,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,22.4
646,Spain,Pablo Sarabia,Forward,30,177.8,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,22.1
647,Spain,Ferran Torres,Forward,22,182.88,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,22.9
648,Spain,Nico Williams,Forward,20,180.34,66.7,https://b.fssta.com/uploads/application/countries/flag-logos/724.vresize.350.350.medium.0.png,20.5
649,Tunisia,Bechir Ben Said,Goalkeeper,30,190.5,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,22.0
650,Tunisia,Aymen Dahmen,Goalkeeper,25,187.96,82.5,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,23.4
651,Tunisia,Mouez Hassen,Goalkeeper,27,185.42000000000002,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,20.3
652,Tunisia,Aymen Mathlouthi,Goalkeeper,38,180.34,83.9,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,25.8
653,Tunisia,Ali Abdi,Defender,28,175.26,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,23.6
654,Tunisia,Dylan Bronn,Defender,27,185.42000000000002,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,22.0
655,Tunisia,Mohamed Drager,Defender,26,177.8,73.9,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,23.4
656,Tunisia,Bilel Ifa,Defender,32,182.88,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,22.9
657,Tunisia,Wajdi Kechrida,Defender,27,175.26,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,26.0
658,Tunisia,Ali Maaloul,Defender,32,172.72,71.7,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,24.0
659,Tunisia,Yassine Meriah,Defender,29,182.88,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,20.9
660,Tunisia,Montassar Talbi,Defender,24,187.96,80.7,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,22.8
661,Tunisia,Mohamed Ali Ben Romdhane,Midfielder,23,180.34,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,23.0
662,Tunisia,Ghaylen Chaalali,Midfielder,28,177.8,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,22.1
663,Tunisia,Nader Ghandri,Midfielder,27,195.58,88.0,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,23.0
664,Tunisia,Aissa Laidouni,Midfielder,25,182.88,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,21.7
665,Tunisia,Hannibal Mejbri,Midfielder,19,175.26,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,24.9
666,Tunisia,Ferjani Sassi,Midfielder,30,185.42000000000002,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,23.2
667,Tunisia,Ellyes Skhiri,Midfielder,27,182.88,73.9,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,22.1
668,Tunisia,Seifeddine Jaziri,Forward,29,177.8,70.7,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,22.4
669,Tunisia,Issam Jebali,Forward,30,180.34,83.9,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,25.8
670,Tunisia,Wahbi Khazri,Forward,31,180.34,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,24.5
671,Tunisia,Taha Yassine Khenissi,Forward,30,177.8,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,23.7
672,Tunisia,Youssef Msakni,Forward,32,172.72,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,24.3
673,Tunisia,Anis Slimane,Forward,21,187.96,85.7,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,24.3
674,Tunisia,Naim Sliti,Forward,30,172.72,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/788.vresize.350.350.medium.0.png,25.4
675,United states,Ethan Horvath,Goalkeeper,27,190.5,81.6,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,22.5
676,United states,Sean Johnson,Goalkeeper,33,187.96,99.8,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,28.2
677,United states,Matt Turner,Goalkeeper,28,187.96,78.9,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,22.3
678,United states,Cameron Carter-Vickers,Defender,24,182.88,85.7,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,25.6
679,United states,Sergino Dest,Defender,22,172.72,61.7,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,20.7
680,United states,Aaron Long,Defender,30,187.96,78.9,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,22.3
681,United states,Shaq Moore,Defender,26,177.8,73.9,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,23.4
682,United states,Tim Ream,Defender,35,182.88,78.9,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,23.6
683,United states,Antonee Robinson,Defender,25,180.34,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,22.3
684,United states,Joe Scally,Defender,19,182.88,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,23.9
685,United states,DeAndre Yedlin,Defender,29,170.18,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,25.8
686,United states,Walker Zimmerman,Defender,29,187.96,83.9,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,23.7
687,United states,Kellyn Acosta,Midfielder,27,175.26,63.9,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,20.8
688,United states,Tyler Adams,Midfielder,23,172.72,71.7,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,24.0
689,United states,Luca De la Torre,Midfielder,24,177.8,62.6,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,19.8
690,United states,Weston McKennie,Midfielder,24,182.88,83.9,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,25.1
691,United states,Yunus Musah,Midfielder,20,175.26,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,24.4
692,United states,Cristian Roldan,Midfielder,27,170.18,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,25.8
693,United states,Brenden Aaronson,Forward,22,175.26,63.9,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,20.8
694,United states,Jesus Ferreira,Forward,21,172.72,63.9,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,21.4
695,United states,Jordan Morris,Forward,28,182.88,82.5,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,24.7
696,United states,Christian Pulisic,Forward,24,177.8,62.6,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,19.8
697,United states,Giovanni Reyna,Forward,20,182.88,78.9,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,23.6
698,United states,Josh Sargent,Forward,22,182.88,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,23.9
699,United states,Tim Weah,Forward,22,180.34,65.8,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,20.2
700,United states,Haji Wright,Forward,24,190.5,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/840.vresize.350.350.medium.0.png,22.0
701,Uruguay,Fernando Muslera,Goalkeeper,36,187.96,84.8,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,24.0
702,Uruguay,Sergio Rochet,Goalkeeper,29,187.96,81.6,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,23.1
703,Uruguay,Sebastian Sosa,Goalkeeper,36,182.88,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,22.9
704,Uruguay,Ronald Araujo,Defender,23,182.88,78.9,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,23.6
705,Uruguay,Martin Caceres,Defender,35,177.8,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,24.2
706,Uruguay,Sebastian Coates,Defender,32,195.58,91.6,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,23.9
707,Uruguay,Jose Maria Gimenez,Defender,27,182.88,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,23.9
708,Uruguay,Diego Godin,Defender,36,182.88,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,23.9
709,Uruguay,Mathias Olivera,Defender,25,172.72,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,26.0
710,Uruguay,Jose Luis Rodriguez,Defender,25,182.88,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,22.9
711,Uruguay,Guillermo Varela,Defender,29,172.72,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,23.4
712,Uruguay,Matias Vina,Defender,25,177.8,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,22.1
713,Uruguay,Rodrigo Bentancur,Midfielder,25,185.42000000000002,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,22.3
714,Uruguay,Agustin Canobbio,Midfielder,24,172.72,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,25.1
715,Uruguay,Giorgian De Arrascaeta,Midfielder,28,175.26,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,23.6
716,Uruguay,Nicolas De La Cruz,Midfielder,25,165.1,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,25.6
717,Uruguay,Lucas Torreira,Midfielder,26,167.64000000000001,64.9,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,23.1
